,year,state,month,number,date,risc
2038,2003,Goias,Julho,322.0,2003-01-01,low
2039,2004,Goias,Julho,778.0,2004-01-01,medium
2040,2005,Goias,Julho,363.0,2005-01-01,low
2041,2006,Goias,Julho,169.0,2006-01-01,low
2042,2007,Goias,Julho,399.0,2007-01-01,low
2043,2008,Goias,Julho,193.0,2008-01-01,low
2044,2009,Goias,Julho,470.0,2009-01-01,medium
2045,2010,Goias,Julho,941.0,2010-01-01,high
2046,2011,Goias,Julho,607.0,2011-01-01,medium
2047,2012,Goias,Julho,564.0,2012-01-01,medium
2048,2013,Goias,Julho,350.0,2013-01-01,low
2049,2014,Goias,Julho,446.0,2014-01-01,medium
2050,2015,Goias,Julho,347.0,2015-01-01,low
2051,2016,Goias,Julho,837.0,2016-01-01,high
2052,2017,Goias,Julho,577.0,2017-01-01,medium
2053,1998,Goias,Agosto,2.218,1998-01-01,low
2054,1999,Goias,Agosto,1.198,1999-01-01,low
2055,2000,Goias,Agosto,925.0,2000-01-01,high
2056,2001,Goias,Agosto,787.0,2001-01-01,medium
2057,2002,Goias,Agosto,1.428,2002-01-01,low
2058,2003,Goias,Agosto,902.0,2003-01-01,high
2059,2004,Goias,Agosto,1.498,2004-01-01,low
2060,2005,Goias,Agosto,639.0,2005-01-01,medium
2061,2006,Goias,Agosto,588.0,2006-01-01,medium
2062,2007,Goias,Agosto,2.382,2007-01-01,low
2063,2008,Goias,Agosto,568.0,2008-01-01,medium
2064,2009,Goias,Agosto,647.0,2009-01-01,medium
2065,2010,Goias,Agosto,2.914,2010-01-01,low
2066,2011,Goias,Agosto,1.613,2011-01-01,low
2067,2012,Goias,Agosto,912.0,2012-01-01,high
2068,2013,Goias,Agosto,488.0,2013-01-01,medium
2069,2014,Goias,Agosto,1.255,2014-01-01,low
2070,2015,Goias,Agosto,943.0,2015-01-01,high
2071,2016,Goias,Agosto,1.032,2016-01-01,low
2072,2017,Goias,Agosto,1.492,2017-01-01,low
2073,1998,Goias,Setembro,2.867,1998-01-01,low
2074,1999,Goias,Setembro,1.898,1999-01-01,low
2075,2000,Goias,Setembro,1.293,2000-01-01,low
2076,2001,Goias,Setembro,1.863,2001-01-01,low
2077,2002,Goias,Setembro,3.52,2002-01-01,low
2078,2003,Goias,Setembro,1.662,2003-01-01,low
2079,2004,Goias,Setembro,2.965,2004-01-01,low
2080,2005,Goias,Setembro,1.341,2005-01-01,low
2081,2006,Goias,Setembro,1.463,2006-01-01,low
2082,2007,Goias,Setembro,3.745,2007-01-01,low
2083,2008,Goias,Setembro,1.255,2008-01-01,low
2084,2009,Goias,Setembro,685.0,2009-01-01,medium
2085,2010,Goias,Setembro,5.075,2010-01-01,low
2086,2011,Goias,Setembro,2.259,2011-01-01,low
2087,2012,Goias,Setembro,2.452,2012-01-01,low
2088,2013,Goias,Setembro,684.0,2013-01-01,medium
2089,2014,Goias,Setembro,1.687,2014-01-01,low
2090,2015,Goias,Setembro,2.296,2015-01-01,low
2091,2016,Goias,Setembro,1.703,2016-01-01,low
2092,2017,Goias,Setembro,3.238,2017-01-01,low
2093,1998,Goias,Outubro,1.034,1998-01-01,low
2094,1999,Goias,Outubro,743.0,1999-01-01,medium
2095,2000,Goias,Outubro,905.0,2000-01-01,high
2096,2001,Goias,Outubro,479.0,2001-01-01,medium
2097,2002,Goias,Outubro,1.367,2002-01-01,low
2098,2003,Goias,Outubro,1.183,2003-01-01,low
2099,2004,Goias,Outubro,1.275,2004-01-01,low
2100,2005,Goias,Outubro,1.717,2005-01-01,low
2101,2006,Goias,Outubro,178.0,2006-01-01,low
2102,2007,Goias,Outubro,1.195,2007-01-01,low
2103,2008,Goias,Outubro,1.231,2008-01-01,low
2104,2009,Goias,Outubro,367.0,2009-01-01,low
2105,2010,Goias,Outubro,1.227,2010-01-01,low
2106,2011,Goias,Outubro,476.0,2011-01-01,medium
2107,2012,Goias,Outubro,1.524,2012-01-01,low
2108,2013,Goias,Outubro,606.0,2013-01-01,medium
2109,2014,Goias,Outubro,1.947,2014-01-01,low
2110,2015,Goias,Outubro,1.807,2015-01-01,low
2111,2016,Goias,Outubro,522.0,2016-01-01,medium
2112,2017,Goias,Outubro,2.401,2017-01-01,low
2113,1998,Goias,Novembro,47.0,1998-01-01,low
2114,1999,Goias,Novembro,110.0,1999-01-01,low
2115,2000,Goias,Novembro,26.0,2000-01-01,low
2116,2001,Goias,Novembro,15.0,2001-01-01,low
2117,2002,Goias,Novembro,192.0,2002-01-01,low
2118,2003,Goias,Novembro,168.0,2003-01-01,low
2119,2004,Goias,Novembro,291.0,2004-01-01,low
2120,2005,Goias,Novembro,144.0,2005-01-01,low
2121,2006,Goias,Novembro,91.0,2006-01-01,low
2122,2007,Goias,Novembro,79.0,2007-01-01,low
2123,2008,Goias,Novembro,90.0,2008-01-01,low
2124,2009,Goias,Novembro,89.0,2009-01-01,low
2125,2010,Goias,Novembro,67.0,2010-01-01,low
2126,2011,Goias,Novembro,59.0,2011-01-01,low
2127,2012,Goias,Novembro,57.0,2012-01-01,low
2128,2013,Goias,Novembro,183.0,2013-01-01,low
2129,2014,Goias,Novembro,181.0,2014-01-01,low
2130,2015,Goias,Novembro,547.0,2015-01-01,medium
2131,2016,Goias,Novembro,123.0,2016-01-01,low
2132,2017,Goias,Novembro,117.0,2017-01-01,low
2133,1998,Goias,Dezembro,13.0,1998-01-01,low
2134,1999,Goias,Dezembro,20.0,1999-01-01,low
2135,2000,Goias,Dezembro,6.0,2000-01-01,low
2136,2001,Goias,Dezembro,18.0,2001-01-01,low
2137,2002,Goias,Dezembro,115.0,2002-01-01,low
2138,2003,Goias,Dezembro,129.0,2003-01-01,low
2139,2004,Goias,Dezembro,56.0,2004-01-01,low
2140,2005,Goias,Dezembro,5.0,2005-01-01,low
2141,2006,Goias,Dezembro,7.0,2006-01-01,low
2142,2007,Goias,Dezembro,16.0,2007-01-01,low
2143,2008,Goias,Dezembro,6.0,2008-01-01,low
2144,2009,Goias,Dezembro,39.0,2009-01-01,low
2145,2010,Goias,Dezembro,48.0,2010-01-01,low
2146,2011,Goias,Dezembro,39.0,2011-01-01,low
2147,2012,Goias,Dezembro,93.0,2012-01-01,low
2148,2013,Goias,Dezembro,86.0,2013-01-01,low
2149,2014,Goias,Dezembro,68.0,2014-01-01,low
2150,2015,Goias,Dezembro,179.0,2015-01-01,low
2151,2016,Goias,Dezembro,64.0,2016-01-01,low
2152,1998,Maranhao,Janeiro,0.0,1998-01-01,low
2153,1999,Maranhao,Janeiro,54.0,1999-01-01,low
2154,2000,Maranhao,Janeiro,19.0,2000-01-01,low
2155,2001,Maranhao,Janeiro,29.0,2001-01-01,low
2156,2002,Maranhao,Janeiro,48.0,2002-01-01,low
2157,2003,Maranhao,Janeiro,436.0,2003-01-01,medium
2158,2004,Maranhao,Janeiro,241.0,2004-01-01,low
2159,2005,Maranhao,Janeiro,450.0,2005-01-01,medium
2160,2006,Maranhao,Janeiro,221.0,2006-01-01,low
2161,2007,Maranhao,Janeiro,428.0,2007-01-01,medium
2162,2008,Maranhao,Janeiro,121.0,2008-01-01,low
2163,2009,Maranhao,Janeiro,240.0,2009-01-01,low
2164,2010,Maranhao,Janeiro,319.0,2010-01-01,low
2165,2011,Maranhao,Janeiro,124.0,2011-01-01,low
2166,2012,Maranhao,Janeiro,326.0,2012-01-01,low
2167,2013,Maranhao,Janeiro,209.0,2013-01-01,low
2168,2014,Maranhao,Janeiro,195.0,2014-01-01,low
2169,2015,Maranhao,Janeiro,494.0,2015-01-01,medium
2170,2016,Maranhao,Janeiro,412.0,2016-01-01,medium
2171,2017,Maranhao,Janeiro,187.0,2017-01-01,low
2172,1998,Maranhao,Fevereiro,0.0,1998-01-01,low
2173,1999,Maranhao,Fevereiro,6.0,1999-01-01,low
2174,2000,Maranhao,Fevereiro,11.0,2000-01-01,low
2175,2001,Maranhao,Fevereiro,1.0,2001-01-01,low
2176,2002,Maranhao,Fevereiro,116.0,2002-01-01,low
2177,2003,Maranhao,Fevereiro,11.0,2003-01-01,low
2178,2004,Maranhao,Fevereiro,22.0,2004-01-01,low
2179,2005,Maranhao,Fevereiro,56.0,2005-01-01,low
2180,2006,Maranhao,Fevereiro,22.0,2006-01-01,low
2181,2007,Maranhao,Fevereiro,13.0,2007-01-01,low
2182,2008,Maranhao,Fevereiro,45.0,2008-01-01,low
2183,2009,Maranhao,Fevereiro,20.0,2009-01-01,low
2184,2010,Maranhao,Fevereiro,93.0,2010-01-01,low
2185,2011,Maranhao,Fevereiro,9.0,2011-01-01,low
2186,2012,Maranhao,Fevereiro,46.0,2012-01-01,low
2187,2013,Maranhao,Fevereiro,62.0,2013-01-01,low
2188,2014,Maranhao,Fevereiro,29.0,2014-01-01,low
2189,2015,Maranhao,Fevereiro,95.0,2015-01-01,low
2190,2016,Maranhao,Fevereiro,318.0,2016-01-01,low
2191,2017,Maranhao,Fevereiro,47.0,2017-01-01,low
2192,1998,Maranhao,Março,0.0,1998-01-01,low
2193,1999,Maranhao,Março,17.0,1999-01-01,low
2194,2000,Maranhao,Março,6.0,2000-01-01,low
2195,2001,Maranhao,Março,0.0,2001-01-01,low
2196,2002,Maranhao,Março,16.0,2002-01-01,low
2197,2003,Maranhao,Março,16.0,2003-01-01,low
2198,2004,Maranhao,Março,18.0,2004-01-01,low
2199,2005,Maranhao,Março,9.0,2005-01-01,low
2200,2006,Maranhao,Março,14.0,2006-01-01,low
2201,2007,Maranhao,Março,52.0,2007-01-01,low
2202,2008,Maranhao,Março,4.0,2008-01-01,low
2203,2009,Maranhao,Março,33.0,2009-01-01,low
2204,2010,Maranhao,Março,82.0,2010-01-01,low
2205,2011,Maranhao,Março,22.0,2011-01-01,low
2206,2012,Maranhao,Março,49.0,2012-01-01,low
2207,2013,Maranhao,Março,30.0,2013-01-01,low
2208,2014,Maranhao,Março,59.0,2014-01-01,low
2209,2015,Maranhao,Março,53.0,2015-01-01,low
2210,2016,Maranhao,Março,113.0,2016-01-01,low
2211,2017,Maranhao,Março,32.0,2017-01-01,low
2212,1998,Maranhao,Abril,0.0,1998-01-01,low
2213,1999,Maranhao,Abril,4.0,1999-01-01,low
2214,2000,Maranhao,Abril,6.0,2000-01-01,low
2215,2001,Maranhao,Abril,2.0,2001-01-01,low
2216,2002,Maranhao,Abril,28.0,2002-01-01,low
2217,2003,Maranhao,Abril,79.0,2003-01-01,low
2218,2004,Maranhao,Abril,44.0,2004-01-01,low
2219,2005,Maranhao,Abril,43.0,2005-01-01,low
2220,2006,Maranhao,Abril,9.0,2006-01-01,low
2221,2007,Maranhao,Abril,5.0,2007-01-01,low
2222,2008,Maranhao,Abril,26.0,2008-01-01,low
2223,2009,Maranhao,Abril,14.0,2009-01-01,low
2224,2010,Maranhao,Abril,128.0,2010-01-01,low
2225,2011,Maranhao,Abril,37.0,2011-01-01,low
2226,2012,Maranhao,Abril,97.0,2012-01-01,low
2227,2013,Maranhao,Abril,62.0,2013-01-01,low
2228,2014,Maranhao,Abril,78.0,2014-01-01,low
2229,2015,Maranhao,Abril,119.0,2015-01-01,low
2230,2016,Maranhao,Abril,113.0,2016-01-01,low
2231,2017,Maranhao,Abril,91.0,2017-01-01,low
2232,1998,Maranhao,Maio,0.0,1998-01-01,low
2233,1999,Maranhao,Maio,3.0,1999-01-01,low
2234,2000,Maranhao,Maio,28.0,2000-01-01,low
2235,2001,Maranhao,Maio,21.0,2001-01-01,low
2236,2002,Maranhao,Maio,71.0,2002-01-01,low
2237,2003,Maranhao,Maio,60.0,2003-01-01,low
2238,2004,Maranhao,Maio,145.0,2004-01-01,low
2239,2005,Maranhao,Maio,74.0,2005-01-01,low
2240,2006,Maranhao,Maio,5.0,2006-01-01,low
2241,2007,Maranhao,Maio,73.0,2007-01-01,low
2242,2008,Maranhao,Maio,26.0,2008-01-01,low
2243,2009,Maranhao,Maio,19.0,2009-01-01,low
2244,2010,Maranhao,Maio,273.0,2010-01-01,low
2245,2011,Maranhao,Maio,73.0,2011-01-01,low
2246,2012,Maranhao,Maio,286.0,2012-01-01,low
2247,2013,Maranhao,Maio,100.0,2013-01-01,low
2248,2014,Maranhao,Maio,148.0,2014-01-01,low
2249,2015,Maranhao,Maio,194.0,2015-01-01,low
2250,2016,Maranhao,Maio,206.0,2016-01-01,low
2251,2017,Maranhao,Maio,142.0,2017-01-01,low
2252,1998,Maranhao,Junho,78.0,1998-01-01,low
2253,1999,Maranhao,Junho,32.0,1999-01-01,low
2254,2000,Maranhao,Junho,94.0,2000-01-01,low
2255,2001,Maranhao,Junho,100.0,2001-01-01,low
2256,2002,Maranhao,Junho,230.0,2002-01-01,low
2257,2003,Maranhao,Junho,338.0,2003-01-01,low
2258,2004,Maranhao,Junho,706.0,2004-01-01,medium
2259,2005,Maranhao,Junho,529.0,2005-01-01,medium
2260,2006,Maranhao,Junho,131.0,2006-01-01,low
2261,2007,Maranhao,Junho,515.0,2007-01-01,medium
2262,2008,Maranhao,Junho,235.0,2008-01-01,low
2263,2009,Maranhao,Junho,279.0,2009-01-01,low
2264,2010,Maranhao,Junho,494.0,2010-01-01,medium
2265,2011,Maranhao,Junho,602.0,2011-01-01,medium
2266,2012,Maranhao,Junho,915.0,2012-01-01,high
2267,2013,Maranhao,Junho,498.0,2013-01-01,medium
2268,2014,Maranhao,Junho,812.0,2014-01-01,high
2269,2015,Maranhao,Junho,887.0,2015-01-01,high
2270,2016,Maranhao,Junho,709.0,2016-01-01,medium
2271,2017,Maranhao,Junho,885.0,2017-01-01,high
2272,1998,Maranhao,Julho,274.0,1998-01-01,low
2273,1999,Maranhao,Julho,258.0,1999-01-01,low
2274,2000,Maranhao,Julho,233.0,2000-01-01,low
2275,2001,Maranhao,Julho,549.0,2001-01-01,medium
2276,2002,Maranhao,Julho,1.271,2002-01-01,low
2277,2003,Maranhao,Julho,1.103,2003-01-01,low
2278,2004,Maranhao,Julho,1.366,2004-01-01,low
2279,2005,Maranhao,Julho,1.152,2005-01-01,low
2280,2006,Maranhao,Julho,512.0,2006-01-01,medium
2281,2007,Maranhao,Julho,1.205,2007-01-01,low
2282,2008,Maranhao,Julho,502.0,2008-01-01,medium
2283,2009,Maranhao,Julho,972.0,2009-01-01,high
2284,2010,Maranhao,Julho,2.323,2010-01-01,low
2285,2011,Maranhao,Julho,1.024,2011-01-01,low
2286,2012,Maranhao,Julho,3.548,2012-01-01,low
2287,2013,Maranhao,Julho,1.111,2013-01-01,low
2288,2014,Maranhao,Julho,2.068,2014-01-01,low
2289,2015,Maranhao,Julho,1.642,2015-01-01,low
2290,2016,Maranhao,Julho,2.096,2016-01-01,low
2291,2017,Maranhao,Julho,2.521,2017-01-01,low
2292,1998,Maranhao,Agosto,1.176,1998-01-01,low
2293,1999,Maranhao,Agosto,895.0,1999-01-01,high
2294,2000,Maranhao,Agosto,839.0,2000-01-01,high
2295,2001,Maranhao,Agosto,2.037,2001-01-01,low
2296,2002,Maranhao,Agosto,3.481,2002-01-01,low
2297,2003,Maranhao,Agosto,2.023,2003-01-01,low
2298,2004,Maranhao,Agosto,1.889,2004-01-01,low
2299,2005,Maranhao,Agosto,2.239,2005-01-01,low
2300,2006,Maranhao,Agosto,1.382,2006-01-01,low
2301,2007,Maranhao,Agosto,8.409,2007-01-01,low
2302,2008,Maranhao,Agosto,713.0,2008-01-01,medium
2303,2009,Maranhao,Agosto,1.766,2009-01-01,low
2304,2010,Maranhao,Agosto,6.353,2010-01-01,low
2305,2011,Maranhao,Agosto,2.138,2011-01-01,low
2306,2012,Maranhao,Agosto,10.395,2012-01-01,low
2307,2013,Maranhao,Agosto,2.098,2013-01-01,low
2308,2014,Maranhao,Agosto,5.592,2014-01-01,low
2309,2015,Maranhao,Agosto,5.428,2015-01-01,low
2310,2016,Maranhao,Agosto,3.723,2016-01-01,low
2311,2017,Maranhao,Agosto,3.875,2017-01-01,low
2312,1998,Maranhao,Setembro,3.935,1998-01-01,low
2313,1999,Maranhao,Setembro,1.739,1999-01-01,low
2314,2000,Maranhao,Setembro,1.365,2000-01-01,low
2315,2001,Maranhao,Setembro,4.618,2001-01-01,low
2316,2002,Maranhao,Setembro,3.181,2002-01-01,low
2317,2003,Maranhao,Setembro,5.878,2003-01-01,low
2318,2004,Maranhao,Setembro,4.673,2004-01-01,low
2319,2005,Maranhao,Setembro,6.292,2005-01-01,low
2320,2006,Maranhao,Setembro,2.907,2006-01-01,low
2321,2007,Maranhao,Setembro,8.524,2007-01-01,low
2322,2008,Maranhao,Setembro,2.761,2008-01-01,low
2323,2009,Maranhao,Setembro,2.404,2009-01-01,low
2324,2010,Maranhao,Setembro,9.795,2010-01-01,low
2325,2011,Maranhao,Setembro,4.632,2011-01-01,low
2326,2012,Maranhao,Setembro,7.626,2012-01-01,low
2327,2013,Maranhao,Setembro,3.88,2013-01-01,low
2328,2014,Maranhao,Setembro,4.373,2014-01-01,low
2329,2015,Maranhao,Setembro,6.423,2015-01-01,low
2330,2016,Maranhao,Setembro,3.166,2016-01-01,low
2331,2017,Maranhao,Setembro,14.825,2017-01-01,low
2332,1998,Maranhao,Outubro,5.137,1998-01-01,low
2333,1999,Maranhao,Outubro,3.208,1999-01-01,low
2334,2000,Maranhao,Outubro,2.654,2000-01-01,low
2335,2001,Maranhao,Outubro,6.661,2001-01-01,low
2336,2002,Maranhao,Outubro,5.182,2002-01-01,low
2337,2003,Maranhao,Outubro,6.085,2003-01-01,low
2338,2004,Maranhao,Outubro,3.604,2004-01-01,low
2339,2005,Maranhao,Outubro,6.472,2005-01-01,low
2340,2006,Maranhao,Outubro,3.024,2006-01-01,low
2341,2007,Maranhao,Outubro,4.772,2007-01-01,low
2342,2008,Maranhao,Outubro,3.498,2008-01-01,low
2343,2009,Maranhao,Outubro,1.861,2009-01-01,low
2344,2010,Maranhao,Outubro,3.228,2010-01-01,low
2345,2011,Maranhao,Outubro,2.404,2011-01-01,low
2346,2012,Maranhao,Outubro,5.0,2012-01-01,low
2347,2013,Maranhao,Outubro,2.918,2013-01-01,low
2348,2014,Maranhao,Outubro,5.812,2014-01-01,low
2349,2015,Maranhao,Outubro,6.746,2015-01-01,low
2350,2016,Maranhao,Outubro,5.351,2016-01-01,low
2351,2017,Maranhao,Outubro,6.011,2017-01-01,low
2352,1998,Maranhao,Novembro,2.237,1998-01-01,low
2353,1999,Maranhao,Novembro,1.494,1999-01-01,low
2354,2000,Maranhao,Novembro,2.267,2000-01-01,low
2355,2001,Maranhao,Novembro,3.525,2001-01-01,low
2356,2002,Maranhao,Novembro,5.83,2002-01-01,low
2357,2003,Maranhao,Novembro,4.929,2003-01-01,low
2358,2004,Maranhao,Novembro,6.398,2004-01-01,low
2359,2005,Maranhao,Novembro,4.769,2005-01-01,low
2360,2006,Maranhao,Novembro,2.004,2006-01-01,low
2361,2007,Maranhao,Novembro,2.297,2007-01-01,low
2362,2008,Maranhao,Novembro,2.331,2008-01-01,low
2363,2009,Maranhao,Novembro,5.0,2009-01-01,low
2364,2010,Maranhao,Novembro,4.005,2010-01-01,low
2365,2011,Maranhao,Novembro,2.261,2011-01-01,low
2366,2012,Maranhao,Novembro,2.01,2012-01-01,low
2367,2013,Maranhao,Novembro,2.529,2013-01-01,low
2368,2014,Maranhao,Novembro,3.869,2014-01-01,low
2369,2015,Maranhao,Novembro,4.35,2015-01-01,low
2370,2016,Maranhao,Novembro,3.982,2016-01-01,low
2371,2017,Maranhao,Novembro,2.3,2017-01-01,low
2372,1998,Maranhao,Dezembro,1.399,1998-01-01,low
2373,1999,Maranhao,Dezembro,1.001,1999-01-01,low
2374,2000,Maranhao,Dezembro,1.461,2000-01-01,low
2375,2001,Maranhao,Dezembro,1.296,2001-01-01,low
2376,2002,Maranhao,Dezembro,2.165,2002-01-01,low
2377,2003,Maranhao,Dezembro,2.424,2003-01-01,low
2378,2004,Maranhao,Dezembro,3.255,2004-01-01,low
2379,2005,Maranhao,Dezembro,1.66,2005-01-01,low
2380,2006,Maranhao,Dezembro,1.052,2006-01-01,low
2381,2007,Maranhao,Dezembro,800.0,2007-01-01,medium
2382,2008,Maranhao,Dezembro,1.101,2008-01-01,low
2383,2009,Maranhao,Dezembro,1.768,2009-01-01,low
2384,2010,Maranhao,Dezembro,1.803,2010-01-01,low
2385,2011,Maranhao,Dezembro,1.629,2011-01-01,low
2386,2012,Maranhao,Dezembro,1.296,2012-01-01,low
2387,2013,Maranhao,Dezembro,2.692,2013-01-01,low
2388,2014,Maranhao,Dezembro,2.4,2014-01-01,low
2389,2015,Maranhao,Dezembro,3.706,2015-01-01,low
2390,2016,Maranhao,Dezembro,1.577,2016-01-01,low
2391,1998,Mato Grosso,Janeiro,0.0,1998-01-01,low
2392,1999,Mato Grosso,Janeiro,39.0,1999-01-01,low
2393,2000,Mato Grosso,Janeiro,44.0,2000-01-01,low
2394,2001,Mato Grosso,Janeiro,44.0,2001-01-01,low
2395,2002,Mato Grosso,Janeiro,172.0,2002-01-01,low
2396,2003,Mato Grosso,Janeiro,896.0,2003-01-01,high
2397,2004,Mato Grosso,Janeiro,301.0,2004-01-01,low
2398,2005,Mato Grosso,Janeiro,438.0,2005-01-01,medium
2399,2006,Mato Grosso,Janeiro,947.0,2006-01-01,high
2400,2007,Mato Grosso,Janeiro,476.0,2007-01-01,medium
2401,2008,Mato Grosso,Janeiro,245.0,2008-01-01,low
2402,2009,Mato Grosso,Janeiro,527.0,2009-01-01,medium
2403,2010,Mato Grosso,Janeiro,298.0,2010-01-01,low
2404,2011,Mato Grosso,Janeiro,171.0,2011-01-01,low
2405,2012,Mato Grosso,Janeiro,166.0,2012-01-01,low
2406,2013,Mato Grosso,Janeiro,269.0,2013-01-01,low
2407,2014,Mato Grosso,Janeiro,315.0,2014-01-01,low
2408,2015,Mato Grosso,Janeiro,960.0,2015-01-01,high
2409,2016,Mato Grosso,Janeiro,374.0,2016-01-01,low
2410,2017,Mato Grosso,Janeiro,482.0,2017-01-01,medium
2411,1998,Mato Grosso,Fevereiro,0.0,1998-01-01,low
2412,1999,Mato Grosso,Fevereiro,28.0,1999-01-01,low
2413,2000,Mato Grosso,Fevereiro,35.0,2000-01-01,low
2414,2001,Mato Grosso,Fevereiro,54.0,2001-01-01,low
2415,2002,Mato Grosso,Fevereiro,22.0,2002-01-01,low
2416,2003,Mato Grosso,Fevereiro,592.0,2003-01-01,medium
2417,2004,Mato Grosso,Fevereiro,272.0,2004-01-01,low
2418,2005,Mato Grosso,Fevereiro,871.0,2005-01-01,high
2419,2006,Mato Grosso,Fevereiro,383.0,2006-01-01,low
2420,2007,Mato Grosso,Fevereiro,213.0,2007-01-01,low
2421,2008,Mato Grosso,Fevereiro,180.0,2008-01-01,low
2422,2009,Mato Grosso,Fevereiro,248.0,2009-01-01,low
2423,2010,Mato Grosso,Fevereiro,431.0,2010-01-01,medium
2424,2011,Mato Grosso,Fevereiro,119.0,2011-01-01,low
2425,2012,Mato Grosso,Fevereiro,193.0,2012-01-01,low
2426,2013,Mato Grosso,Fevereiro,375.0,2013-01-01,low
2427,2014,Mato Grosso,Fevereiro,199.0,2014-01-01,low
2428,2015,Mato Grosso,Fevereiro,542.0,2015-01-01,medium
2429,2016,Mato Grosso,Fevereiro,1.05,2016-01-01,low
2430,2017,Mato Grosso,Fevereiro,337.0,2017-01-01,low
2431,1998,Mato Grosso,Março,0.0,1998-01-01,low
2432,1999,Mato Grosso,Março,18.0,1999-01-01,low
2433,2000,Mato Grosso,Março,60.0,2000-01-01,low
2434,2001,Mato Grosso,Março,24.0,2001-01-01,low
2435,2002,Mato Grosso,Março,103.0,2002-01-01,low
2436,2003,Mato Grosso,Março,554.0,2003-01-01,medium
2437,2004,Mato Grosso,Março,743.0,2004-01-01,medium
2438,2005,Mato Grosso,Março,362.0,2005-01-01,low
2439,2006,Mato Grosso,Março,448.0,2006-01-01,medium
2440,2007,Mato Grosso,Março,476.0,2007-01-01,medium
2441,2008,Mato Grosso,Março,180.0,2008-01-01,low
2442,2009,Mato Grosso,Março,325.0,2009-01-01,low
2443,2010,Mato Grosso,Março,605.0,2010-01-01,medium
2444,2011,Mato Grosso,Março,252.0,2011-01-01,low
2445,2012,Mato Grosso,Março,423.0,2012-01-01,medium
2446,2013,Mato Grosso,Março,563.0,2013-01-01,medium
2447,2014,Mato Grosso,Março,655.0,2014-01-01,medium
2448,2015,Mato Grosso,Março,705.0,2015-01-01,medium
2449,2016,Mato Grosso,Março,1.085,2016-01-01,low
2450,2017,Mato Grosso,Março,719.0,2017-01-01,medium
2451,1998,Mato Grosso,Abril,0.0,1998-01-01,low
2452,1999,Mato Grosso,Abril,76.0,1999-01-01,low
2453,2000,Mato Grosso,Abril,59.0,2000-01-01,low
2454,2001,Mato Grosso,Abril,309.0,2001-01-01,low
2455,2002,Mato Grosso,Abril,641.0,2002-01-01,medium
2456,2003,Mato Grosso,Abril,903.0,2003-01-01,high
2457,2004,Mato Grosso,Abril,441.0,2004-01-01,medium
2458,2005,Mato Grosso,Abril,372.0,2005-01-01,low
2459,2006,Mato Grosso,Abril,161.0,2006-01-01,low
2460,2007,Mato Grosso,Abril,79.0,2007-01-01,low
2461,2008,Mato Grosso,Abril,274.0,2008-01-01,low
2462,2009,Mato Grosso,Abril,169.0,2009-01-01,low
2463,2010,Mato Grosso,Abril,769.0,2010-01-01,medium
2464,2011,Mato Grosso,Abril,345.0,2011-01-01,low
2465,2012,Mato Grosso,Abril,521.0,2012-01-01,medium
2466,2013,Mato Grosso,Abril,338.0,2013-01-01,low
2467,2014,Mato Grosso,Abril,859.0,2014-01-01,high
2468,2015,Mato Grosso,Abril,947.0,2015-01-01,high
2469,2016,Mato Grosso,Abril,1.77,2016-01-01,low
2470,2017,Mato Grosso,Abril,606.0,2017-01-01,medium
2471,1998,Mato Grosso,Maio,0.0,1998-01-01,low
2472,1999,Mato Grosso,Maio,731.0,1999-01-01,medium
2473,2000,Mato Grosso,Maio,1.194,2000-01-01,low
2474,2001,Mato Grosso,Maio,1.193,2001-01-01,low
2475,2002,Mato Grosso,Maio,2.528,2002-01-01,low
2476,2003,Mato Grosso,Maio,942.0,2003-01-01,high
2477,2004,Mato Grosso,Maio,2.413,2004-01-01,low
2478,2005,Mato Grosso,Maio,1.641,2005-01-01,low
2479,2006,Mato Grosso,Maio,269.0,2006-01-01,low
2480,2007,Mato Grosso,Maio,359.0,2007-01-01,low
2481,2008,Mato Grosso,Maio,119.0,2008-01-01,low
2482,2009,Mato Grosso,Maio,516.0,2009-01-01,medium
2483,2010,Mato Grosso,Maio,1.313,2010-01-01,low
2484,2011,Mato Grosso,Maio,547.0,2011-01-01,medium
2485,2012,Mato Grosso,Maio,812.0,2012-01-01,high
2486,2013,Mato Grosso,Maio,739.0,2013-01-01,medium
2487,2014,Mato Grosso,Maio,933.0,2014-01-01,high
2488,2015,Mato Grosso,Maio,541.0,2015-01-01,medium
2489,2016,Mato Grosso,Maio,1.081,2016-01-01,low
2490,2017,Mato Grosso,Maio,845.0,2017-01-01,high
2491,1998,Mato Grosso,Junho,2.201,1998-01-01,low
2492,1999,Mato Grosso,Junho,2.201,1999-01-01,low
2493,2000,Mato Grosso,Junho,4.358,2000-01-01,low
2494,2001,Mato Grosso,Junho,6.665,2001-01-01,low
2495,2002,Mato Grosso,Junho,7.878,2002-01-01,low
2496,2003,Mato Grosso,Junho,4.313,2003-01-01,low
2497,2004,Mato Grosso,Junho,9.813,2004-01-01,low
2498,2005,Mato Grosso,Junho,2.294,2005-01-01,low
2499,2006,Mato Grosso,Junho,856.0,2006-01-01,high
2500,2007,Mato Grosso,Junho,1.339,2007-01-01,low
2501,2008,Mato Grosso,Junho,403.0,2008-01-01,medium
2502,2009,Mato Grosso,Junho,979.0,2009-01-01,high
2503,2010,Mato Grosso,Junho,1.025,2010-01-01,low
